id,availability in one year,name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,bathroom_count,bathroom_type,Total crime
44519578,125,Rental unit in Seattle · ★4.89 · 2 bedrooms · 2 beds · 2 baths,Bryant,47.66472244262695,-122.28335571289062,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,199.0,9,4.89,4.89,5.0,5.0,5.0,4.33,4.67,2.0,standard,4345.0
44537392,0,Beautiful Spacious Phinney Ridge Home,Phinney Ridge,47.68181,-122.36066,Entire home,Entire home/apt,8,3.5 baths,4.0,4.0,350.0,2,5.0,5.0,5.0,4.5,4.5,5.0,5.0,3.5,standard,9289.0
44542423,194,Urban Oasis Short Walk to Green Lake  (12),Green Lake,47.67923,-122.32475,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,125.0,10,4.8,5.0,4.9,4.8,4.8,4.9,4.6,1.0,standard,13276.0
44570566,261,"Alki Beach 2 BR, 3 beds, 2 bath, AC, W/D, Parking",Alki,47.5772,-122.41413,Entire home,Entire home/apt,4,2 baths,2.0,3.0,199.0,85,5.0,4.99,5.0,5.0,5.0,4.99,4.84,2.0,standard,5324.0
44590748,91,Elegant 2BR Washington State Conv.Center 13th-flo,First Hill,47.61152,-122.33098,Entire condo,Entire home/apt,6,2 baths,2.0,4.0,253.0,19,4.05,4.05,4.11,4.26,4.37,4.68,4.21,2.0,standard,28704.0
44594219,0,Unique Beautiful 2BR in Capitol Hill Private Patio,Broadway,47.61614,-122.31366,Entire rental unit,Entire home/apt,2,1 bath,2.0,2.0,100.0,0,,,,,,,,1.0,standard,55097.0
44599664,266,"Quiet large Private Room U Village, UW 5",Ravenna,47.66561,-122.29508,Private room in home,Private room,3,1 shared bath,1.0,2.0,63.0,4,4.0,4.25,4.0,4.75,4.0,4.75,4.0,1.0,shared,12280.0
44615470,118,Stylish Urban Loft w/Floating Stairs and Fireplace,Atlantic,47.59493,-122.29871,Entire townhouse,Entire home/apt,11,2 baths,3.0,4.0,141.0,90,4.93,4.96,4.97,4.96,4.98,4.91,4.81,2.0,standard,16578.0
44660894,174,Beautiful West Seattle house w/large private yard!,Riverview,47.558,-122.35896,Entire home,Entire home/apt,12,2.5 baths,4.0,7.0,399.0,33,4.97,4.85,4.94,4.97,4.97,4.94,4.85,2.5,standard,5014.0
44685123,14,Vibrant Craftsman 🏡 with Patio & Firepit,Brighton,47.54033,-122.28126,Entire bungalow,Entire home/apt,2,1 bath,1.0,1.0,85.0,7,5.0,5.0,5.0,4.86,5.0,4.57,5.0,1.0,standard,10813.0
44812880,143,Downtown Seattle Luxurious Retreat,Central Business District,47.60963,-122.33699,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,151.0,139,4.93,4.92,4.89,4.81,4.98,4.9,4.84,1.0,standard,66011.0
44900179,62,"Hummingbird Cottage - Quiet, Charming, Convenient",Highland Park,47.52475,-122.34717,Entire home,Entire home/apt,2,1 bath,1.0,1.0,90.0,21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,standard,8512.0
45006386,199,"Belltown 1BR w/ Gym, Rooftop Lounge, nr SLU",South Lake Union,47.618848,-122.3467506,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,156.0,0,,,,,,,,1.0,standard,21756.0
45006406,11,"Belltown 1BR w/ Gym, Rooftop Lounge, nr SLU",South Lake Union,47.618848,-122.3467506,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,196.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,standard,21756.0
45040666,117,1night booking Long-stay discount Location 10/10,Fairmount Park,47.54838,-122.38675,Entire guest suite,Entire home/apt,3,1 bath,1.0,1.0,89.0,82,4.71,4.83,4.93,4.99,4.95,4.93,4.74,1.0,standard,6776.0
45055733,110,Cozy spot w backyard tucked in unbeatable location,Stevens,47.6203,-122.30448,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,82.0,94,4.78,4.81,4.71,4.91,4.98,4.94,4.65,1.0,standard,12865.0
45057496,248,Historic Merchant's Apartment 202 B,Pioneer Square,47.6011,-122.33249,Room in aparthotel,Entire home/apt,3,1 bath,1.0,2.0,150.0,210,4.65,4.78,4.5,4.75,4.71,4.61,4.74,1.0,standard,28537.0
45057603,228,Historic Merchants Apartment 203 B,Pioneer Square,47.6008,-122.33452,Room in aparthotel,Entire home/apt,2,1 bath,1.0,1.0,120.0,210,4.65,4.84,4.58,4.78,4.6,4.7,4.68,1.0,standard,28537.0
45057913,180,Historic Merchant's Apartment 303 B,Pioneer Square,47.60221,-122.33275,Room in aparthotel,Entire home/apt,2,1 bath,1.0,1.0,130.0,200,4.58,4.78,4.6,4.82,4.66,4.61,4.7,1.0,standard,28537.0
45059108,67,Simply Ballard Apartment,Loyal Heights,47.67874,-122.38324,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,62.0,12,4.58,4.75,4.25,4.75,5.0,4.92,4.58,1.0,standard,5835.0
45069559,45,Brilliant Central Loc! 2BR Downtown Condo,Central Business District,47.61257,-122.33074,Entire condo,Entire home/apt,5,1 bath,2.0,3.0,101.0,60,4.23,4.43,4.4,4.07,4.22,4.7,4.28,1.0,standard,66011.0
45080395,294,Ski chalet in the city very close to Greenlake.,Greenwood,47.69985,-122.35025,Entire guesthouse,Entire home/apt,2,1 bath,1.0,2.0,100.0,4,5.0,4.75,5.0,4.75,5.0,4.5,5.0,1.0,standard,23785.0
45134889,249,"Downtown 1BR w/ Gym, W/D, walkable location",Pike-Market,47.6106819,-122.3415914,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,126.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,standard,15598.0
45134910,165,"Downtown 1BR w/ Gym, W/D, walkable location",Pike-Market,47.6106819,-122.3415914,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,241.0,0,,,,,,,,1.0,standard,15598.0
45134970,87,"Downtown 1BR w/ Gym, W/D, walkable location",Pike-Market,47.6106819,-122.3415914,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,146.0,0,,,,,,,,1.0,standard,15598.0
45162763,147,Spacious 3 bedroom -- Quiet location,Columbia City,47.55364,-122.27294,Entire guest suite,Entire home/apt,5,1.5 baths,3.0,3.0,125.0,8,4.75,4.75,4.63,5.0,4.88,4.75,4.63,1.5,standard,19983.0
45176718,156,Home in Seattle · ★5.0 · 1 bedroom · 1 shared bath,Riverview,47.55369,-122.35579,Private room in home,Private room,1,1 shared bath,1.0,1.0,65.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,shared,5014.0
45181410,0,Charming West Seattle cottage with work studio,Riverview,47.55256,-122.35566,Entire home,Entire home/apt,6,1 bath,2.0,3.0,160.0,7,4.71,4.86,4.43,4.86,5.0,4.57,4.86,1.0,standard,5014.0
45214738,166,"Belltown 1BR w/ Gym, W/D, Roof Lounge, nr SLU",Belltown,47.614418,-122.341721,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,162.0,0,,,,,,,,1.0,standard,32555.0
45215321,179,"Belltown Studio w/ Gym, W/D, Roof Lounge, nr SLU",Belltown,47.614418,-122.341721,Entire rental unit,Entire home/apt,2,1 bath,0.0,1.0,126.0,2,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,standard,32555.0
45217504,130,Downtown Studio Washington State Conv.Center 6th-,Belltown,47.61592,-122.34703,Entire rental unit,Entire home/apt,4,1 bath,0.0,2.0,172.0,34,4.53,4.59,4.65,4.32,4.5,4.91,4.53,1.0,standard,32555.0
45218253,326,Casa Blanca 5- Private/Modern/Parking/Walk 2 Shops,Olympic Hills,47.73307,-122.29422,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,89.0,113,4.66,4.81,4.71,4.96,4.96,4.67,4.59,1.0,standard,10353.0
45222063,79,"Belltown 1BR w/ Gym, W/D, Roof Lounge, nr SLU",Belltown,47.614418,-122.341721,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,149.0,1,4.0,5.0,5.0,2.0,5.0,5.0,4.0,1.0,standard,32555.0
45243398,63,Home in Seattle · 1 bedroom · 1 bed · 1 bath,Riverview,47.55523,-122.35746,Private room in home,Private room,1,1 bath,1.0,1.0,50.0,0,,,,,,,,1.0,standard,5014.0
45243600,0,Seattle 2 bedroom townhouse with roof deck,Atlantic,47.60088,-122.29884,Entire townhouse,Entire home/apt,4,2 baths,2.0,2.0,110.0,30,5.0,4.97,4.9,5.0,5.0,4.97,4.93,2.0,standard,16578.0
45272191,214,Cozy 3 bedroom home with plenty of backyard space,Greenwood,47.69125,-122.34653,Entire home,Entire home/apt,8,2 baths,3.0,4.0,150.0,24,4.5,4.75,4.33,4.96,4.88,4.79,4.38,2.0,standard,23785.0
45277609,333,Seattle Vacation Home: The Dawg Pound II,Mann,47.62075,-122.297,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,103.0,30,4.6,4.67,4.67,4.67,4.6,4.73,4.3,1.0,standard,6567.0
45278641,8,Vibrant Pike Place Dwelling w/ Courtyard Views,Pike-Market,47.60941,-122.34155,Entire rental unit,Entire home/apt,5,1 bath,2.0,3.0,118.0,194,4.69,4.81,4.71,4.82,4.8,4.96,4.68,1.0,standard,15598.0
45287163,0,Entire 1 bedroom apartment in the heart of Ballard,Whittier Heights,47.67641,-122.37297,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,130.0,6,5.0,5.0,4.83,5.0,4.83,5.0,4.67,1.0,standard,5490.0
45298799,184,Top Floor 1 BD Seattle Home with a Waterfront View,Pike-Market,47.60998,-122.34547,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,142.0,8,5.0,5.0,5.0,5.0,5.0,5.0,4.88,1.0,standard,15598.0
45351066,360,Modern 1 Bedroom in the Heart of Seattle!,East Queen Anne,47.63479,-122.34365,Entire rental unit,Entire home/apt,3,1 bath,1.0,3.0,160.0,6,4.67,5.0,4.33,4.83,4.33,5.0,4.33,1.0,standard,10264.0
45363764,294,Caravan-Serai Inn - a Seattle View Apartment,Fremont,47.6539,-122.34509,Entire rental unit,Entire home/apt,5,1 bath,2.0,3.0,225.0,82,4.87,4.87,4.9,4.94,4.94,4.9,4.82,1.0,standard,20441.0
45364810,90,Home in Seattle · 1 bedroom · 1 bed · 2 shared baths,Green Lake,47.67538,-122.32593,Private room in home,Private room,1,2 shared baths,1.0,1.0,40.0,0,,,,,,,,2.0,shared,13276.0
45376316,83,"Belltown 1BR w/ Gym, W/D, Roof Lounge, nr SLU",Belltown,47.614418,-122.341721,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,156.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,standard,32555.0
45376387,177,"Belltown 2BR w/ Gym, W/D, Roof Lounge, nr SLU",Belltown,47.614418,-122.341721,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,219.0,0,,,,,,,,2.0,standard,32555.0
45377249,0,Capitol Hill Garden House,Broadway,47.62838,-122.32099,Entire home,Entire home/apt,4,1.5 baths,2.0,2.0,405.0,10,5.0,5.0,5.0,5.0,5.0,4.9,5.0,1.5,standard,55097.0
45402498,6,Home in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,Ravenna,47.67023947862446,-122.29575280898467,Entire home,Entire home/apt,2,1 bath,1.0,1.0,106.0,3,5.0,4.67,5.0,5.0,5.0,5.0,5.0,1.0,standard,12280.0
45424236,28,Entire townhouse with rooftop in Capitol Hill,Broadway,47.61649,-122.31802,Entire townhouse,Entire home/apt,4,1.5 baths,2.0,2.0,300.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.5,standard,55097.0
45424893,88,"Craftsman home~Vibrant neighborhood, Beach access.",Alki,47.56885,-122.4083,Entire home,Entire home/apt,7,2 baths,3.0,5.0,185.0,80,4.94,4.95,4.98,4.98,4.95,4.91,4.86,2.0,standard,5324.0
45425215,14,"Craftsman Home in Beacon Hill, Seattle",North Beacon Hill,47.58015,-122.31134,Entire home,Entire home/apt,5,1 bath,2.0,2.0,115.0,62,4.89,4.95,4.87,4.92,4.95,4.82,4.92,1.0,standard,22027.0
45434099,146,Magnolia Contemporary with Panoramic Views,Southeast Magnolia,47.64252,-122.38651,Entire home,Entire home/apt,6,2.5 baths,3.0,3.0,188.0,115,4.92,4.92,4.96,4.95,4.96,4.82,4.78,2.5,standard,3717.0
45458024,65,Queen Anne Farmhouse - Upper Apartment,West Queen Anne,47.63393,-122.36488,Entire rental unit,Entire home/apt,2,1 bath,2.0,2.0,119.0,2,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1.0,standard,7145.0
45481895,339,"Spacious, newly remodeled unit near downtown",Mid-Beacon Hill,47.54548,-122.30188,Entire home,Entire home/apt,6,1 bath,3.0,3.0,229.0,35,4.86,4.83,4.91,4.91,4.89,4.83,4.69,1.0,standard,11964.0
45508064,185,West Seattle Oasis 2,North Admiral,47.57531,-122.37472,Entire guest suite,Entire home/apt,3,1 bath,1.0,1.0,94.0,67,4.99,4.97,4.97,5.0,5.0,4.88,4.96,1.0,standard,10308.0
45532820,234,Quiet Bright Room U Village/UW 1,Ravenna,47.66547,-122.29584,Private room in home,Private room,1,1 shared bath,1.0,1.0,66.0,5,4.4,3.8,4.2,4.6,4.2,4.8,4.0,1.0,shared,12280.0
45534009,37,Private room with private bath (female only),North College Park,47.70013,-122.34058,Private room in townhouse,Private room,1,1 private bath,1.0,1.0,47.0,6,5.0,4.83,4.5,5.0,5.0,5.0,4.83,1.0,private,
45566565,185,Home in Seattle · 1 bedroom · 1 bed · 2 shared baths,Green Lake,47.67536,-122.32457,Private room in home,Private room,1,2 shared baths,1.0,1.0,38.0,0,,,,,,,,2.0,shared,13276.0
45588892,284,"Downtown 2BR w/ Gym, W/D, walkable location",Pike-Market,47.6106819,-122.3415914,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,145.0,2,3.0,3.0,3.0,3.0,3.0,3.0,2.5,2.0,standard,15598.0
45605129,83,Spacious Ballard Tudor: Cozy Family Home w/ View,Fremont,47.66401,-122.36075,Entire home,Entire home/apt,6,2 baths,4.0,4.0,400.0,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,standard,20441.0
45607099,0,Wonderful West Seattle Home,Fairmount Park,47.5477,-122.38302,Entire home,Entire home/apt,6,2 baths,2.0,2.0,120.0,0,,,,,,,,2.0,standard,6776.0
45610619,41,Vibrant 3BR Craftsman 🏡  w/Patios & Fire Pits,Brighton,47.5425,-122.28154,Entire bungalow,Entire home/apt,8,3 baths,3.0,3.0,250.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,standard,10813.0
45614239,90,Right in the Center of Seattle (Beacon Hill),North Beacon Hill,47.57901,-122.31197,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,125.0,4,3.75,4.0,4.5,4.25,4.0,4.5,3.75,1.0,standard,22027.0
45623387,199,Walk to UW/U Village/Seattle Children's/UW Med Ctr,Ravenna,47.6674,-122.298767,Private room in home,Private room,2,2 shared baths,1.0,1.0,52.0,16,4.88,4.81,4.81,5.0,5.0,4.94,4.75,2.0,shared,12280.0
45639164,117,Modern Townhouse mins to Downtown Seattle/Cap Hill,Minor,47.60226,-122.30559,Entire townhouse,Entire home/apt,5,2.5 baths,3.0,3.0,179.0,89,4.83,4.89,4.84,4.96,4.93,4.84,4.74,2.5,standard,17587.0
45651180,211,The Hazelnut in Fremont/ Ballard neighborhood.,Fremont,47.65757,-122.35991,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,117.0,177,4.98,4.99,4.99,4.99,4.99,4.99,4.93,1.0,standard,20441.0
45680932,125,"Belltown 2BR w/ Gym, W/D, Roof Lounge, nr SLU",Belltown,47.614418,-122.341721,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,190.0,0,,,,,,,,2.0,standard,32555.0
45690154,169,Cozy Charming studio with cute private deck,High Point,47.53794,-122.36127,Entire guest suite,Entire home/apt,1,1 bath,0.0,1.0,77.0,30,4.87,4.87,5.0,4.97,5.0,4.6,4.93,1.0,standard,7950.0
45691728,100,Awesome lake location minutes to Seattle UW,Green Lake,47.67524,-122.32511,Private room in home,Private room,1,2 shared baths,1.0,1.0,38.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,shared,13276.0
45710741,192,"Boutique Lux Design, Private Patio, City Central",Minor,47.61527,-122.30581,Entire home,Entire home/apt,6,2 baths,3.0,4.0,331.0,41,4.95,4.98,4.98,5.0,4.98,4.88,4.85,2.0,standard,17587.0
45712983,55,Cozy guestroom modern townhouse in top area,Broadway,47.61801,-122.31826,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,110.0,53,4.94,4.94,4.98,4.92,4.94,4.98,4.77,1.0,private,55097.0
45715619,258,Remodeled Quiet Cozy 2 min walk to Greenlake #8,Green Lake,47.67854,-122.32422,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,100.0,7,4.43,4.43,4.71,4.86,4.71,5.0,4.86,1.0,standard,13276.0
45736425,134,Guesthouse in Seattle · ★5.0 · 2 bedrooms · 2 beds · 1 bath,Riverview,47.53607596227808,-122.35191420381624,Entire guesthouse,Entire home/apt,5,1 bath,2.0,2.0,133.0,7,5.0,5.0,4.86,5.0,5.0,5.0,5.0,1.0,standard,5014.0
45739380,74,Chez Wee-Architect Designed Modern Cottage,North Beacon Hill,47.57868,-122.3174,Entire guesthouse,Entire home/apt,4,1 bath,2.0,3.0,196.0,28,5.0,5.0,5.0,5.0,5.0,4.93,5.0,1.0,standard,22027.0
45755073,161,Mini-Z : Treetop Cottage,Mid-Beacon Hill,47.55492,-122.29103,Entire cottage,Entire home/apt,4,2 baths,2.0,2.0,114.0,68,4.94,4.94,5.0,4.99,5.0,4.78,4.87,2.0,standard,11964.0
45757814,0,Cozy City Retreat in Vibrant Walkable Neighborhood,Wallingford,47.65791,-122.32793,Entire home,Entire home/apt,4,2 baths,1.0,2.0,299.0,6,5.0,5.0,4.67,5.0,5.0,5.0,5.0,2.0,standard,19411.0
45773953,114,Home in Seattle · ★4.75 · 3 bedrooms · 3 beds · 1.5 baths,Eastlake,47.64471,-122.327,Entire home,Entire home/apt,8,1.5 baths,3.0,3.0,241.0,4,4.75,4.75,5.0,5.0,5.0,4.75,4.5,1.5,standard,6510.0
45787759,202,Cozy 1 BR Apartment in NW Seattle w/ Private Patio,Crown Hill,47.70109,-122.37023,Entire guest suite,Entire home/apt,4,1 bath,1.0,2.0,91.0,4,4.25,5.0,5.0,4.75,5.0,4.75,4.5,1.0,standard,4943.0
45790522,160,Breathtaking City View Apartment with HUGE Deck,Mount Baker,47.58309,-122.29565,Entire rental unit,Entire home/apt,7,1 bath,2.0,4.0,151.0,122,4.77,4.76,4.84,4.85,4.88,4.8,4.67,1.0,standard,12429.0
45806467,200,Luxury Townhouse 2 Blocks from Ocean/Space Needle,Belltown,47.61656,-122.35316,Entire condo,Entire home/apt,2,1.5 baths,1.0,1.0,138.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.5,standard,32555.0
45831456,52,"New listing! Covenient, Updated, w/ Parking!",Southeast Magnolia,47.64673,-122.38313,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,140.0,0,,,,,,,,1.0,standard,3717.0
45833019,143,Condo in Seattle · ★4.29 · 1 bedroom · 1 bed · 1 bath,Eastlake,47.64573,-122.3246,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,73.0,7,4.29,4.57,4.29,5.0,4.29,4.86,4.29,1.0,standard,6510.0
45837480,188,"Pioneer Sq Studio w/ Gym, W/D, nr. Occidental Sq",Pioneer Square,47.59767009999999,-122.3319748,Entire rental unit,Entire home/apt,2,1 bath,0.0,1.0,127.0,1,5.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,standard,28537.0
45837501,75,"Pioneer Sq 1BR w/ Gym, W/D, nr. Occidental Sq",Pioneer Square,47.59767009999999,-122.3319748,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,149.0,0,,,,,,,,1.0,standard,28537.0
45841029,0,"Nice modern apartment in Ballard, Seattle",Adams,47.67183,-122.39632,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,110.0,90,4.91,4.93,4.97,4.98,4.99,4.97,4.84,1.0,standard,
45850291,77,Cozy Vintage Art House in Woodsy Central Location,Rainier View,47.50433,-122.26227,Entire guest suite,Entire home/apt,5,1 bath,2.0,2.0,129.0,70,4.97,5.0,4.9,5.0,4.99,4.83,4.97,1.0,standard,3432.0
45855850,82,"Pioneer Sq 1BR w/ Gym, W/D, nr. Occidental Sq",Pioneer Square,47.5978181,-122.3330053,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,116.0,2,5.0,5.0,5.0,5.0,5.0,4.5,5.0,1.0,standard,28537.0
45870397,173,"Downtown Studio w/ Gym, W/D, walkable location",Pike-Market,47.6106819,-122.3415914,Entire rental unit,Entire home/apt,2,1 bath,0.0,1.0,156.0,0,,,,,,,,1.0,standard,15598.0
45870457,90,"Downtown 1BR w/ Gym, W/D, walkable location",Pike-Market,47.6106819,-122.3415914,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,107.0,1,5.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,standard,15598.0
45870481,138,"Downtown 1BR w/ Gym, W/D, walkable location",Pike-Market,47.6106819,-122.3415914,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,107.0,0,,,,,,,,1.0,standard,15598.0
45897946,231,"Bright, Clean and Fully Equipped 2BR Flat near Zoo",Phinney Ridge,47.66812,-122.35863,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,185.0,64,4.97,4.97,5.0,5.0,4.98,4.92,4.86,1.0,standard,9289.0
45904038,145,"Pioneer Sq Studio w/ Gym, W/D, nr. Occidental Sq",Pioneer Square,47.5978181,-122.3330053,Entire rental unit,Entire home/apt,2,1 bath,0.0,1.0,128.0,2,5.0,5.0,5.0,5.0,4.5,4.5,5.0,1.0,standard,28537.0
45915379,121,Cozy Sanctuary of Color and Art,Rainier Beach,47.50652,-122.26657,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,89.0,114,4.9,4.89,4.9,4.96,4.96,4.82,4.85,1.0,standard,7709.0
45942314,154,Modern Amenities & Chic Design in Heart of Seattle,Montlake,47.63971,-122.32066,Entire townhouse,Entire home/apt,4,1 bath,2.0,2.0,123.0,163,4.96,4.98,4.97,4.98,4.99,4.92,4.9,1.0,standard,4815.0
45943786,89,Brand New 2 B 2B High-rise Condo Center Downtown,Belltown,47.61786,-122.33008,Entire condo,Entire home/apt,4,2 baths,2.0,2.0,219.0,9,4.33,4.33,3.89,4.56,4.11,4.89,4.11,2.0,standard,32555.0
45960931,84,Roosevelt Room - Large & Bright Maple Leaf Studio,Maple Leaf,47.6943,-122.31703,Entire guest suite,Entire home/apt,4,1 bath,1.0,1.0,100.0,90,4.74,4.82,4.83,4.94,4.93,4.7,4.76,1.0,standard,11455.0
45992454,21,Modern retreat w/great light & two WFH offices,Broadway,47.61667,-122.31462,Entire townhouse,Entire home/apt,6,2.5 baths,3.0,4.0,294.0,39,4.92,4.97,4.9,5.0,5.0,5.0,4.9,2.5,standard,55097.0
45993748,121,Spacious Capitol Hill Apt w/ Parking + A/C,Broadway,47.62544,-122.31265,Entire guest suite,Entire home/apt,4,1 bath,1.0,2.0,169.0,113,5.0,4.99,5.0,4.99,5.0,4.98,4.95,1.0,standard,55097.0
45996405,0,Top Floor Beacon Hill Craftsman,North Beacon Hill,47.57966,-122.31285,Entire home,Entire home/apt,5,1 bath,2.0,2.0,120.0,43,4.84,4.9,4.79,4.9,4.9,4.93,4.79,1.0,standard,22027.0
46004218,123,Not Fancy but Cozy Apartment for Groups/Family,Broadway,47.61839,-122.32638,Entire rental unit,Entire home/apt,5,1 bath,3.0,4.0,138.0,112,4.27,4.22,4.52,4.7,4.78,4.41,4.2,1.0,standard,55097.0
46012059,62,“South Lake Union 1BR Downtown Seattle”,South Lake Union,47.62111,-122.33772,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,145.0,107,4.86,4.89,4.79,4.89,4.9,4.91,4.73,1.0,standard,21756.0
46026577,129,Craftsman Comfort in Capital Hill,Montlake,47.63794,-122.31869,Entire guest suite,Entire home/apt,4,1 bath,1.0,2.0,235.0,27,4.93,4.93,5.0,5.0,4.96,5.0,4.93,1.0,standard,4815.0
46036096,321,Quiet clean and comfortable room .,Haller Lake,47.71815,-122.32735,Private room in bungalow,Private room,2,1 shared bath,1.0,1.0,59.0,102,4.8,4.9,4.88,4.94,4.93,4.85,4.76,1.0,shared,19659.0
46036787,182,Quiet clean and comfortable room :,Haller Lake,47.71805,-122.32747,Private room in bungalow,Private room,2,1 shared bath,1.0,1.0,59.0,25,4.72,4.8,5.0,5.0,4.92,4.76,4.76,1.0,shared,19659.0
46036925,321,Quiet clean and comfortable room .:,Haller Lake,47.71961,-122.32738,Private room in bungalow,Private room,2,1 private bath,1.0,1.0,79.0,50,4.82,4.94,4.92,4.92,4.94,4.96,4.8,1.0,private,19659.0
46037073,345,Quiet clean and comfortable room .::,Haller Lake,47.71895,-122.32706,Private room in bungalow,Private room,2,1 shared bath,1.0,1.0,59.0,40,4.78,4.85,5.0,4.93,4.9,4.88,4.78,1.0,shared,19659.0
46037172,115,Quiet clean and comfortable room :::,Haller Lake,47.71816,-122.3271,Private room in home,Private room,2,1 private bath,1.0,1.0,89.0,0,,,,,,,,1.0,private,19659.0
46037518,332,Quiet clean and comfortable room :::.,Haller Lake,47.72032,-122.32942,Private room in bungalow,Private room,2,1 shared bath,1.0,1.0,59.0,53,4.81,4.81,4.87,4.89,4.92,4.72,4.87,1.0,shared,19659.0
46051650,105,"Home Away From Home, Dog-Friendly Yard, Low Fees",Loyal Heights,47.68325805664063,-122.39218139648438,Entire home,Entire home/apt,4,1 bath,2.0,2.0,275.0,49,5.0,4.98,4.96,5.0,5.0,4.98,4.88,1.0,standard,5835.0
46058912,312,1 block to Green Lake Quiet & Super convenient 6,Green Lake,47.67972,-122.32271,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,95.0,21,4.52,4.76,4.52,4.9,4.86,4.95,4.57,1.0,standard,13276.0
46066887,360,Arboretum Little Oasis- B,Stevens,47.62818,-122.30017,Entire home,Entire home/apt,2,1 bath,1.0,1.0,107.0,2,3.5,4.5,5.0,5.0,4.5,4.0,3.0,1.0,standard,12865.0
